MAHDOUDE,AQUIFER,DATE,AET
درونه,درونه,1403-05-01,7.199
درونه,درونه,1403-06-01,9.06
درونه,درونه,1403-07-01,8.366
درونه,درونه,1403-08-01,5.07
درونه,درونه,1403-09-01,1.853
درونه,درونه,1403-10-01,1.395
درونه,درونه,1403-11-01,3.364
درونه,درونه,1403-12-01,6.116
درونه,درونه,1404-01-01,9.568
درونه,درونه,1404-02-01,11.22
درونه,درونه,1404-03-01,10.758
درونه,درونه,1404-04-01,9.721
درونه,درونه,1404-05-01,10.346
درونه,درونه,1404-06-01,8.67
درونه,درونه,1404-07-01,7.636
درونه,درونه,1404-08-01,4.2
درونه,درونه,1404-09-01,2.22
درونه,درونه,1404-10-01,2.128
درونه,درونه,1404-11-01,4.16
درونه,درونه,1404-12-01,5.913
درونه,درونه,1405-01-01,11.787
درونه,درونه,1405-02-01,12.765
درونه,درونه,1405-03-01,3.666
درگز,آبخوان جنوبی,1396-10-01,0.722
درگز,آبخوان جنوبی,1396-11-01,2.49
درگز,آبخوان جنوبی,1396-12-01,6.555
درگز,آبخوان جنوبی,1397-01-01,14.939
درگز,آبخوان جنوبی,1397-02-01,14.151
درگز,آبخوان جنوبی,1397-03-01,18.627
درگز,آبخوان جنوبی,1397-04-01,9.24
درگز,آبخوان جنوبی,1397-05-01,8.834
درگز,آبخوان جنوبی,1397-06-01,8.889
درگز,آبخوان جنوبی,1397-07-01,6.224
درگز,آبخوان جنوبی,1397-08-01,4.683
درگز,آبخوان جنوبی,1397-09-01,2.238
درگز,آبخوان جنوبی,1397-10-01,0.859
درگز,آبخوان جنوبی,1397-11-01,2.22
درگز,آبخوان جنوبی,1397-12-01,11.055
درگز,آبخوان جنوبی,1398-01-01,29.507
درگز,آبخوان جنوبی,1398-02-01,58.623
درگز,آبخوان جنوبی,1398-03-01,37.511
درگز,آبخوان جنوبی,1398-04-01,20.34
درگز,آبخوان جنوبی,1398-05-01,13.597
درگز,آبخوان جنوبی,1398-06-01,14.029
درگز,آبخوان جنوبی,1398-07-01,9.958
درگز,آبخوان جنوبی,1398-08-01,4.27
درگز,آبخوان جنوبی,1398-09-01,2.351
درگز,آبخوان جنوبی,1398-10-01,1.373
درگز,آبخوان جنوبی,1398-11-01,1.685
درگز,آبخوان جنوبی,1398-12-01,8.349
درگز,آبخوان جنوبی,1399-01-01,18.682
درگز,آبخوان جنوبی,1399-02-01,47.461
درگز,آبخوان جنوبی,1399-03-01,42.629
درگز,آبخوان جنوبی,1399-04-01,20.459
درگز,آبخوان جنوبی,1399-05-01,20.31
درگز,آبخوان جنوبی,1399-06-01,11.043
درگز,آبخوان جنوبی,1399-07-01,5.705
درگز,آبخوان جنوبی,1399-08-01,4.764
درگز,آبخوان جنوبی,1399-09-01,2.025
درگز,آبخوان جنوبی,1399-10-01,1.065
درگز,آبخوان جنوبی,1399-11-01,2.758
درگز,آبخوان جنوبی,1399-12-01,3.776
درگز,آبخوان جنوبی,1400-01-01,15.357
درگز,آبخوان جنوبی,1400-02-01,18.194
درگز,آبخوان جنوبی,1400-03-01,15.521
درگز,آبخوان جنوبی,1400-04-01,8.723
درگز,آبخوان جنوبی,1400-05-01,8.014
درگز,آبخوان جنوبی,1400-06-01,10.765
درگز,آبخوان جنوبی,1400-07-01,6.197
درگز,آبخوان جنوبی,1400-08-01,3.744
درگز,آبخوان جنوبی,1400-09-01,1.921
درگز,آبخوان جنوبی,1400-10-01,0.526
درگز,آبخوان جنوبی,1400-11-01,2.64
درگز,آبخوان جنوبی,1400-12-01,5.236
درگز,آبخوان جنوبی,1401-01-01,18.208
درگز,آبخوان جنوبی,1401-02-01,34.683
درگز,آبخوان جنوبی,1401-03-01,33.345
درگز,آبخوان جنوبی,1401-04-01,15.094
درگز,آبخوان جنوبی,1401-05-01,7.358
درگز,آبخوان جنوبی,1401-06-01,10.093
درگز,آبخوان جنوبی,1401-07-01,10.105
درگز,آبخوان جنوبی,1401-08-01,4.688
درگز,آبخوان جنوبی,1401-09-01,1.639
درگز,آبخوان جنوبی,1401-10-01,0.777
درگز,آبخوان جنوبی,1401-11-01,2.064
درگز,آبخوان جنوبی,1401-12-01,6.3
درگز,آبخوان جنوبی,1402-01-01,12.033
درگز,آبخوان جنوبی,1402-02-01,11.35
درگز,آبخوان جنوبی,1402-03-01,13.964
درگز,آبخوان جنوبی,1402-04-01,7.993
درگز,آبخوان جنوبی,1402-05-01,7.918
درگز,آبخوان جنوبی,1402-06-01,7.328
درگز,آبخوان جنوبی,1402-07-01,5.236
درگز,آبخوان جنوبی,1402-08-01,6.279
درگز,آبخوان جنوبی,1402-09-01,2.052
درگز,آبخوان جنوبی,1402-10-01,2.324
درگز,آبخوان جنوبی,1402-11-01,2.663
درگز,آبخوان جنوبی,1402-12-01,4.508
درگز,آبخوان جنوبی,1403-01-01,14.267
درگز,آبخوان جنوبی,1403-02-01,24.147
درگز,آبخوان جنوبی,1403-03-01,26.867
درگز,آبخوان جنوبی,1403-04-01,10.583
درگز,آبخوان جنوبی,1403-05-01,8.35
درگز,آبخوان جنوبی,1403-06-01,7.954
درگز,آبخوان جنوبی,1403-07-01,9.239
درگز,آبخوان جنوبی,1403-08-01,4.119
درگز,آبخوان جنوبی,1403-09-01,1.343
درگز,آبخوان جنوبی,1403-10-01,1.047
درگز,آبخوان جنوبی,1403-11-01,2.772
درگز,آبخوان جنوبی,1403-12-01,8.245
درگز,آبخوان جنوبی,1404-01-01,18.495
درگز,آبخوان جنوبی,1404-02-01,22.353
درگز,آبخوان جنوبی,1404-03-01,9.547
درگز,آبخوان جنوبی,1404-04-01,6.573
درگز,آبخوان جنوبی,1404-05-01,6.241
درگز,آبخوان جنوبی,1404-06-01,8.658
درگز,آبخوان جنوبی,1404-07-01,7.038
درگز,آبخوان جنوبی,1404-08-01,4.578
درگز,آبخوان جنوبی,1404-09-01,1.443
درگز,آبخوان جنوبی,1404-10-01,0.842
درگز,آبخوان جنوبی,1404-11-01,6.065
درگز,آبخوان جنوبی,1404-12-01,5.704
درگز,آبخوان جنوبی,1405-01-01,44.157
درگز,آبخوان جنوبی,1405-02-01,71.813
درگز,آبخوان جنوبی,1405-03-01,9.761
درگز,آبخوان شمالی,1396-10-01,1.747
درگز,آبخوان شمالی,1396-11-01,3.608
درگز,آبخوان شمالی,1396-12-01,9.835
درگز,آبخوان شمالی,1397-01-01,29.083
درگز,آبخوان شمالی,1397-02-01,37.747
درگز,آبخوان شمالی,1397-03-01,34.866
درگز,آبخوان شمالی,1397-04-01,22.872
درگز,آبخوان شمالی,1397-05-01,21.081
درگز,آبخوان شمالی,1397-06-01,20.055
درگز,آبخوان شمالی,1397-07-01,13.331
درگز,آبخوان شمالی,1397-08-01,7.681
درگز,آبخوان شمالی,1397-09-01,3.535
درگز,آبخوان شمالی,1397-10-01,4.611
درگز,آبخوان شمالی,1397-11-01,4.966
درگز,آبخوان شمالی,1397-12-01,19.545
درگز,آبخوان شمالی,1398-01-01,39.572
درگز,آبخوان شمالی,1398-02-01,75.767
درگز,آبخوان شمالی,1398-03-01,58.587
درگز,آبخوان شمالی,1398-04-01,38.149
درگز,آبخوان شمالی,1398-05-01,30.928
درگز,آبخوان شمالی,1398-06-01,29.79
درگز,آبخوان شمالی,1398-07-01,22.396
درگز,آبخوان شمالی,1398-08-01,9.999
درگز,آبخوان شمالی,1398-09-01,3.485
درگز,آبخوان شمالی,1398-10-01,3.338
درگز,آبخوان شمالی,1398-11-01,5.924
درگز,آبخوان شمالی,1398-12-01,17.465
درگز,آبخوان شمالی,1399-01-01,33.026
درگز,آبخوان شمالی,1399-02-01,66.743
درگز,آبخوان شمالی,1399-03-01,69.366
درگز,آبخوان شمالی,1399-04-01,34.864
درگز,آبخوان شمالی,1399-05-01,30.02
درگز,آبخوان شمالی,1399-06-01,26.222
درگز,آبخوان شمالی,1399-07-01,15.196
درگز,آبخوان شمالی,1399-08-01,9.605
درگز,آبخوان شمالی,1399-09-01,2.523
درگز,آبخوان شمالی,1399-10-01,2.963
درگز,آبخوان شمالی,1399-11-01,7.418
درگز,آبخوان شمالی,1399-12-01,7.262
درگز,آبخوان شمالی,1400-01-01,33.202
درگز,آبخوان شمالی,1400-02-01,52.335
درگز,آبخوان شمالی,1400-03-01,42.531
درگز,آبخوان شمالی,1400-04-01,25.201
درگز,آبخوان شمالی,1400-05-01,25.424
درگز,آبخوان شمالی,1400-06-01,28.026
درگز,آبخوان شمالی,1400-07-01,14.846
درگز,آبخوان شمالی,1400-08-01,5.78
درگز,آبخوان شمالی,1400-09-01,4.528
درگز,آبخوان شمالی,1400-10-01,2.452
درگز,آبخوان شمالی,1400-11-01,5.178
درگز,آبخوان شمالی,1400-12-01,9.744
درگز,آبخوان شمالی,1401-01-01,33.744
درگز,آبخوان شمالی,1401-02-01,50.125
درگز,آبخوان شمالی,1401-03-01,52.137
درگز,آبخوان شمالی,1401-04-01,33.813
درگز,آبخوان شمالی,1401-05-01,24.663
درگز,آبخوان شمالی,1401-06-01,27.395
درگز,آبخوان شمالی,1401-07-01,22.769
درگز,آبخوان شمالی,1401-08-01,8.73
درگز,آبخوان شمالی,1401-09-01,4.396
درگز,آبخوان شمالی,1401-10-01,1.411
درگز,آبخوان شمالی,1401-11-01,3.282
درگز,آبخوان شمالی,1401-12-01,17.633
درگز,آبخوان شمالی,1402-01-01,35.706
درگز,آبخوان شمالی,1402-02-01,42.174
درگز,آبخوان شمالی,1402-03-01,37.886
درگز,آبخوان شمالی,1402-04-01,21.892
درگز,آبخوان شمالی,1402-05-01,22.783
درگز,آبخوان شمالی,1402-06-01,16.09
درگز,آبخوان شمالی,1402-07-01,11.075
درگز,آبخوان شمالی,1402-08-01,14.196
درگز,آبخوان شمالی,1402-09-01,4.862
درگز,آبخوان شمالی,1402-10-01,5.573
درگز,آبخوان شمالی,1402-11-01,5.651
درگز,آبخوان شمالی,1402-12-01,8.419
درگز,آبخوان شمالی,1403-01-01,29.512
درگز,آبخوان شمالی,1403-02-01,35.983
درگز,آبخوان شمالی,1403-03-01,41.603
درگز,آبخوان شمالی,1403-04-01,20.144
درگز,آبخوان شمالی,1403-05-01,17.41
درگز,آبخوان شمالی,1403-06-01,20.123
درگز,آبخوان شمالی,1403-07-01,17.474
درگز,آبخوان شمالی,1403-08-01,6.634
درگز,آبخوان شمالی,1403-09-01,2.499
درگز,آبخوان شمالی,1403-10-01,2.726
درگز,آبخوان شمالی,1403-11-01,3.245
درگز,آبخوان شمالی,1403-12-01,13.732
درگز,آبخوان شمالی,1404-01-01,32.356
درگز,آبخوان شمالی,1404-02-01,45.561
درگز,آبخوان شمالی,1404-03-01,22.764
درگز,آبخوان شمالی,1404-04-01,16.337
درگز,آبخوان شمالی,1404-05-01,17.258
درگز,آبخوان شمالی,1404-06-01,19.495
درگز,آبخوان شمالی,1404-07-01,14.49
درگز,آبخوان شمالی,1404-08-01,9.979
درگز,آبخوان شمالی,1404-09-01,3.921
درگز,آبخوان شمالی,1404-10-01,2.303
درگز,آبخوان شمالی,1404-11-01,11.026
درگز,آبخوان شمالی,1404-12-01,11.949
درگز,آبخوان شمالی,1405-01-01,66.027
درگز,آبخوان شمالی,1405-02-01,90.233
درگز,آبخوان شمالی,1405-03-01,13.268
دشت رخ,دشت رخ,1396-10-01,0.077
دشت رخ,دشت رخ,1396-11-01,1.122
دشت رخ,دشت رخ,1396-12-01,4.946
دشت رخ,دشت رخ,1397-01-01,8.703
دشت رخ,دشت رخ,1397-02-01,16.834
دشت رخ,دشت رخ,1397-03-01,22.163
دشت رخ,دشت رخ,1397-04-01,13.286
دشت رخ,دشت رخ,1397-05-01,12.159
دشت رخ,دشت رخ,1397-06-01,13.532
دشت رخ,دشت رخ,1397-07-01,6.76
دشت رخ,دشت رخ,1397-08-01,4.404
دشت رخ,دشت رخ,1397-09-01,2.325
دشت رخ,دشت رخ,1397-10-01,0.981
دشت رخ,دشت رخ,1397-11-01,3.196
دشت رخ,دشت رخ,1397-12-01,3.912
دشت رخ,دشت رخ,1398-01-01,12.699
دشت رخ,دشت رخ,1398-02-01,30.598
دشت رخ,دشت رخ,1398-03-01,29.451
دشت رخ,دشت رخ,1398-04-01,17.225
دشت رخ,دشت رخ,1398-05-01,13.721
دشت رخ,دشت رخ,1398-06-01,16.42
دشت رخ,دشت رخ,1398-07-01,12.491
دشت رخ,دشت رخ,1398-08-01,4.298
دشت رخ,دشت رخ,1398-09-01,1.226
دشت رخ,دشت رخ,1398-10-01,0.779
دشت رخ,دشت رخ,1398-11-01,2.063
دشت رخ,دشت رخ,1398-12-01,3.769
دشت رخ,دشت رخ,1399-01-01,8.966
دشت رخ,دشت رخ,1399-02-01,30.418
دشت رخ,دشت رخ,1399-03-01,35.671
دشت رخ,دشت رخ,1399-04-01,22.31
دشت رخ,دشت رخ,1399-05-01,20.443
دشت رخ,دشت رخ,1399-06-01,14.462
دشت رخ,دشت رخ,1399-07-01,7.598
دشت رخ,دشت رخ,1399-08-01,4.678
دشت رخ,دشت رخ,1399-09-01,1.682
دشت رخ,دشت رخ,1399-10-01,2.521
دشت رخ,دشت رخ,1399-11-01,3.067
دشت رخ,دشت رخ,1399-12-01,3.798
دشت رخ,دشت رخ,1400-01-01,14.075
دشت رخ,دشت رخ,1400-02-01,22.926
دشت رخ,دشت رخ,1400-03-01,20.836
دشت رخ,دشت رخ,1400-04-01,10.5
دشت رخ,دشت رخ,1400-05-01,11.222
دشت رخ,دشت رخ,1400-06-01,11.484
دشت رخ,دشت رخ,1400-07-01,6.641
دشت رخ,دشت رخ,1400-08-01,2.516
دشت رخ,دشت رخ,1400-09-01,1.931
دشت رخ,دشت رخ,1400-10-01,1.843
دشت رخ,دشت رخ,1400-11-01,2.202
دشت رخ,دشت رخ,1400-12-01,3.085
دشت رخ,دشت رخ,1401-01-01,10.504
دشت رخ,دشت رخ,1401-02-01,22.061
دشت رخ,دشت رخ,1401-03-01,18.431
دشت رخ,دشت رخ,1401-04-01,11.246
دشت رخ,دشت رخ,1401-05-01,9.071
دشت رخ,دشت رخ,1401-06-01,11.231
دشت رخ,دشت رخ,1401-07-01,9.566
دشت رخ,دشت رخ,1401-08-01,5.127
دشت رخ,دشت رخ,1401-09-01,1.941
دشت رخ,دشت رخ,1401-10-01,0.088
دشت رخ,دشت رخ,1401-11-01,0.325
دشت رخ,دشت رخ,1401-12-01,3.975
دشت رخ,دشت رخ,1402-01-01,8.586
دشت رخ,دشت رخ,1402-02-01,16.593
دشت رخ,دشت رخ,1402-03-01,18.359
دشت رخ,دشت رخ,1402-04-01,9.399
دشت رخ,دشت رخ,1402-05-01,9.836
دشت رخ,دشت رخ,1402-06-01,4.634
دشت رخ,دشت رخ,1402-07-01,3.575
دشت رخ,دشت رخ,1402-08-01,5.467
دشت رخ,دشت رخ,1402-09-01,2.381
دشت رخ,دشت رخ,1402-10-01,2.719
دشت رخ,دشت رخ,1402-11-01,3.571
دشت رخ,دشت رخ,1402-12-01,4.099
دشت رخ,دشت رخ,1403-01-01,11.274
دشت رخ,دشت رخ,1403-02-01,23.189
دشت رخ,دشت رخ,1403-03-01,31.764
دشت رخ,دشت رخ,1403-04-01,15.282
دشت رخ,دشت رخ,1403-05-01,10.228
دشت رخ,دشت رخ,1403-06-01,10.548
دشت رخ,دشت رخ,1403-07-01,10.686
دشت رخ,دشت رخ,1403-08-01,5.47
دشت رخ,دشت رخ,1403-09-01,2.505
دشت رخ,دشت رخ,1403-10-01,2.059
دشت رخ,دشت رخ,1403-11-01,1.881
دشت رخ,دشت رخ,1403-12-01,5.161
دشت رخ,دشت رخ,1404-01-01,15.299
دشت رخ,دشت رخ,1404-02-01,26.276
دشت رخ,دشت رخ,1404-03-01,13.183
دشت رخ,دشت رخ,1404-04-01,7.941
دشت رخ,دشت رخ,1404-05-01,9.276
دشت رخ,دشت رخ,1404-06-01,10.363
دشت رخ,دشت رخ,1404-07-01,8.361
دشت رخ,دشت رخ,1404-08-01,4.383
دشت رخ,دشت رخ,1404-09-01,2.435
دشت رخ,دشت رخ,1404-10-01,2.093
دشت رخ,دشت رخ,1404-11-01,3.148
دشت رخ,دشت رخ,1404-12-01,3.662
دشت رخ,دشت رخ,1405-01-01,17.609
دشت رخ,دشت رخ,1405-02-01,37.804
دشت رخ,دشت رخ,1405-03-01,8.423
رشتخوار,رشتخوار,1396-10-01,0.832
رشتخوار,رشتخوار,1396-11-01,2.729
رشتخوار,رشتخوار,1396-12-01,7.273
رشتخوار,رشتخوار,1397-01-01,12.792
رشتخوار,رشتخوار,1397-02-01,15.37
رشتخوار,رشتخوار,1397-03-01,16.651
رشتخوار,رشتخوار,1397-04-01,10.057
رشتخوار,رشتخوار,1397-05-01,7.496
رشتخوار,رشتخوار,1397-06-01,12.305
رشتخوار,رشتخوار,1397-07-01,9.622
رشتخوار,رشتخوار,1397-08-01,7.098
رشتخوار,رشتخوار,1397-09-01,3.922
رشتخوار,رشتخوار,1397-10-01,3.451
رشتخوار,رشتخوار,1397-11-01,4.304
رشتخوار,رشتخوار,1397-12-01,8.447
رشتخوار,رشتخوار,1398-01-01,19.825
رشتخوار,رشتخوار,1398-02-01,28.6
رشتخوار,رشتخوار,1398-03-01,22.023
رشتخوار,رشتخوار,1398-04-01,12.456
رشتخوار,رشتخوار,1398-05-01,7.29
رشتخوار,رشتخوار,1398-06-01,13.173
رشتخوار,رشتخوار,1398-07-01,11.239
رشتخوار,رشتخوار,1398-08-01,5.735
رشتخوار,رشتخوار,1398-09-01,2.406
رشتخوار,رشتخوار,1398-10-01,2.391
رشتخوار,رشتخوار,1398-11-01,3.563
رشتخوار,رشتخوار,1398-12-01,10.9
رشتخوار,رشتخوار,1399-01-01,17.731
رشتخوار,رشتخوار,1399-02-01,36.484
رشتخوار,رشتخوار,1399-03-01,24.016
رشتخوار,رشتخوار,1399-04-01,18.611
رشتخوار,رشتخوار,1399-05-01,10.563
رشتخوار,رشتخوار,1399-06-01,15.15
رشتخوار,رشتخوار,1399-07-01,9.973
رشتخوار,رشتخوار,1399-08-01,6.193
رشتخوار,رشتخوار,1399-09-01,2.825
رشتخوار,رشتخوار,1399-10-01,3.222
رشتخوار,رشتخوار,1399-11-01,5.585
رشتخوار,رشتخوار,1399-12-01,5.959
رشتخوار,رشتخوار,1400-01-01,14.716
رشتخوار,رشتخوار,1400-02-01,14.238
رشتخوار,رشتخوار,1400-03-01,13.764
رشتخوار,رشتخوار,1400-04-01,8.752
رشتخوار,رشتخوار,1400-05-01,9.211
رشتخوار,رشتخوار,1400-06-01,11.613
رشتخوار,رشتخوار,1400-07-01,8.583
رشتخوار,رشتخوار,1400-08-01,3.961
رشتخوار,رشتخوار,1400-09-01,3.375
رشتخوار,رشتخوار,1400-10-01,2.114
رشتخوار,رشتخوار,1400-11-01,4.121
رشتخوار,رشتخوار,1400-12-01,11.051
رشتخوار,رشتخوار,1401-01-01,18.202
رشتخوار,رشتخوار,1401-02-01,22.641
رشتخوار,رشتخوار,1401-03-01,14.886
رشتخوار,رشتخوار,1401-04-01,8.289
رشتخوار,رشتخوار,1401-05-01,7.121
رشتخوار,رشتخوار,1401-06-01,11.093
رشتخوار,رشتخوار,1401-07-01,12.15
رشتخوار,رشتخوار,1401-08-01,6.011
رشتخوار,رشتخوار,1401-09-01,3.064
رشتخوار,رشتخوار,1401-10-01,0.418
رشتخوار,رشتخوار,1401-11-01,1.663
رشتخوار,رشتخوار,1401-12-01,6.817
رشتخوار,رشتخوار,1402-01-01,10.605
رشتخوار,رشتخوار,1402-02-01,14.433
رشتخوار,رشتخوار,1402-03-01,18.879
رشتخوار,رشتخوار,1402-04-01,7.89
رشتخوار,رشتخوار,1402-05-01,5.376
رشتخوار,رشتخوار,1402-06-01,4.256
رشتخوار,رشتخوار,1402-07-01,2.872
رشتخوار,رشتخوار,1402-08-01,6.029
رشتخوار,رشتخوار,1402-09-01,3.392
رشتخوار,رشتخوار,1402-10-01,4.086
رشتخوار,رشتخوار,1402-11-01,4.837
رشتخوار,رشتخوار,1402-12-01,3.775
رشتخوار,رشتخوار,1403-01-01,10.767
رشتخوار,رشتخوار,1403-02-01,15.597
رشتخوار,رشتخوار,1403-03-01,18.932
رشتخوار,رشتخوار,1403-04-01,9.484
رشتخوار,رشتخوار,1403-05-01,4.833
رشتخوار,رشتخوار,1403-06-01,9.596
رشتخوار,رشتخوار,1403-07-01,10.183
رشتخوار,رشتخوار,1403-08-01,4.772
رشتخوار,رشتخوار,1403-09-01,1.852
رشتخوار,رشتخوار,1403-10-01,1.593
رشتخوار,رشتخوار,1403-11-01,2.986
رشتخوار,رشتخوار,1403-12-01,7.416
رشتخوار,رشتخوار,1404-01-01,16.789
رشتخوار,رشتخوار,1404-02-01,17.994
رشتخوار,رشتخوار,1404-03-01,11.401
رشتخوار,رشتخوار,1404-04-01,5.886
رشتخوار,رشتخوار,1404-05-01,7.065
رشتخوار,رشتخوار,1404-06-01,10.175
رشتخوار,رشتخوار,1404-07-01,8.682
رشتخوار,رشتخوار,1404-08-01,4.998
رشتخوار,رشتخوار,1404-09-01,2.552
رشتخوار,رشتخوار,1404-10-01,2.185
رشتخوار,رشتخوار,1404-11-01,5.2
رشتخوار,رشتخوار,1404-12-01,8.42
رشتخوار,رشتخوار,1405-01-01,28.468
رشتخوار,رشتخوار,1405-02-01,22.156
رشتخوار,رشتخوار,1405-03-01,3.192
ریوش,ریوش,1396-10-01,0.137
ریوش,ریوش,1396-11-01,0.938
ریوش,ریوش,1396-12-01,5.514
ریوش,ریوش,1397-01-01,9.884
ریوش,ریوش,1397-02-01,15.657
ریوش,ریوش,1397-03-01,19.707
ریوش,ریوش,1397-04-01,9.666
ریوش,ریوش,1397-05-01,7.531
ریوش,ریوش,1397-06-01,11.023
ریوش,ریوش,1397-07-01,5.841
ریوش,ریوش,1397-08-01,3.506
ریوش,ریوش,1397-09-01,1.591
ریوش,ریوش,1397-10-01,0.875
ریوش,ریوش,1397-11-01,2.965
ریوش,ریوش,1397-12-01,3.319
ریوش,ریوش,1398-01-01,10.588
ریوش,ریوش,1398-02-01,26.412
ریوش,ریوش,1398-03-01,22.852
ریوش,ریوش,1398-04-01,11.296
ریوش,ریوش,1398-05-01,8.233
ریوش,ریوش,1398-06-01,10.543
ریوش,ریوش,1398-07-01,9.008
ریوش,ریوش,1398-08-01,2.792
ریوش,ریوش,1398-09-01,1.199
ریوش,ریوش,1398-10-01,0.865
ریوش,ریوش,1398-11-01,2.592
ریوش,ریوش,1398-12-01,4.626
ریوش,ریوش,1399-01-01,10.737
ریوش,ریوش,1399-02-01,36.806
ریوش,ریوش,1399-03-01,33.251
ریوش,ریوش,1399-04-01,18.823
ریوش,ریوش,1399-05-01,13.424
ریوش,ریوش,1399-06-01,10.681
ریوش,ریوش,1399-07-01,6.663
ریوش,ریوش,1399-08-01,3.798
ریوش,ریوش,1399-09-01,0.751
ریوش,ریوش,1399-10-01,1.394
ریوش,ریوش,1399-11-01,4.498
ریوش,ریوش,1399-12-01,3.928
ریوش,ریوش,1400-01-01,11.428
ریوش,ریوش,1400-02-01,24.762
ریوش,ریوش,1400-03-01,19.754
ریوش,ریوش,1400-04-01,12.802
ریوش,ریوش,1400-05-01,10.771
ریوش,ریوش,1400-06-01,9.725
ریوش,ریوش,1400-07-01,6.191
ریوش,ریوش,1400-08-01,2.478
ریوش,ریوش,1400-09-01,2.144
ریوش,ریوش,1400-10-01,0.995
ریوش,ریوش,1400-11-01,1.359
ریوش,ریوش,1400-12-01,2.265
ریوش,ریوش,1401-01-01,7.446
ریوش,ریوش,1401-02-01,20.72
ریوش,ریوش,1401-03-01,15.66
ریوش,ریوش,1401-04-01,8.313
ریوش,ریوش,1401-05-01,8.039
ریوش,ریوش,1401-06-01,9.216
ریوش,ریوش,1401-07-01,9.547
ریوش,ریوش,1401-08-01,4.635
ریوش,ریوش,1401-09-01,2.461
ریوش,ریوش,1401-10-01,0.375
ریوش,ریوش,1401-11-01,0.829
ریوش,ریوش,1401-12-01,4.053
ریوش,ریوش,1402-01-01,8.79
ریوش,ریوش,1402-02-01,18.171
ریوش,ریوش,1402-03-01,20.479
ریوش,ریوش,1402-04-01,8.031
ریوش,ریوش,1402-05-01,8.316
ریوش,ریوش,1402-06-01,3.886
ریوش,ریوش,1402-07-01,2.62
ریوش,ریوش,1402-08-01,4.387
ریوش,ریوش,1402-09-01,1.855
ریوش,ریوش,1402-10-01,1.05
ریوش,ریوش,1402-11-01,2.686
ریوش,ریوش,1402-12-01,1.482
ریوش,ریوش,1403-01-01,5.918
ریوش,ریوش,1403-02-01,20.926
ریوش,ریوش,1403-03-01,28.885
ریوش,ریوش,1403-04-01,12.706
ریوش,ریوش,1403-05-01,7.904
ریوش,ریوش,1403-06-01,7.755
ریوش,ریوش,1403-07-01,7.274
ریوش,ریوش,1403-08-01,4.589
ریوش,ریوش,1403-09-01,2.153
ریوش,ریوش,1403-10-01,1.489
ریوش,ریوش,1403-11-01,2.18
ریوش,ریوش,1403-12-01,4.984
ریوش,ریوش,1404-01-01,13.795
ریوش,ریوش,1404-02-01,14.934
ریوش,ریوش,1404-03-01,9.595
ریوش,ریوش,1404-04-01,6.161
ریوش,ریوش,1404-05-01,6.43
ریوش,ریوش,1404-06-01,7.889
ریوش,ریوش,1404-07-01,6.668
ریوش,ریوش,1404-08-01,3.467
ریوش,ریوش,1404-09-01,2.323
ریوش,ریوش,1404-10-01,2.62
ریوش,ریوش,1404-11-01,4.005
ریوش,ریوش,1404-12-01,2.955
ریوش,ریوش,1405-01-01,17.657
ریوش,ریوش,1405-02-01,27.138
ریوش,ریوش,1405-03-01,6.303
زوزن,زوزن,1396-10-01,0.213
زوزن,زوزن,1396-11-01,1.411
زوزن,زوزن,1396-12-01,4.857
زوزن,زوزن,1397-01-01,5.416
زوزن,زوزن,1397-02-01,10.942
زوزن,زوزن,1397-03-01,5.416
زوزن,زوزن,1397-04-01,4.167
زوزن,زوزن,1397-05-01,3.863
زوزن,زوزن,1397-06-01,5.31
زوزن,زوزن,1397-07-01,5.487
زوزن,زوزن,1397-08-01,3.935
زوزن,زوزن,1397-09-01,2.681
زوزن,زوزن,1397-10-01,2.18
زوزن,زوزن,1397-11-01,3.24
زوزن,زوزن,1397-12-01,6.486
زوزن,زوزن,1398-01-01,13.597
زوزن,زوزن,1398-02-01,17.404
زوزن,زوزن,1398-03-01,6.216
زوزن,زوزن,1398-04-01,2.56
زوزن,زوزن,1398-05-01,1.844
زوزن,زوزن,1398-06-01,4.302
زوزن,زوزن,1398-07-01,6.817
زوزن,زوزن,1398-08-01,4.917
زوزن,زوزن,1398-09-01,3.249
زوزن,زوزن,1398-10-01,2.119
زوزن,زوزن,1398-11-01,2.97
زوزن,زوزن,1398-12-01,8.46
زوزن,زوزن,1399-01-01,16.28
زوزن,زوزن,1399-02-01,24.572
زوزن,زوزن,1399-03-01,8.731
زوزن,زوزن,1399-04-01,7.456
زوزن,زوزن,1399-05-01,4.596
زوزن,زوزن,1399-06-01,4.878
زوزن,زوزن,1399-07-01,4.781
زوزن,زوزن,1399-08-01,4.082
زوزن,زوزن,1399-09-01,2.16
زوزن,زوزن,1399-10-01,0.956
زوزن,زوزن,1399-11-01,2.449
زوزن,زوزن,1399-12-01,3.022
زوزن,زوزن,1400-01-01,4.899
زوزن,زوزن,1400-02-01,8.211
زوزن,زوزن,1400-03-01,5.471
زوزن,زوزن,1400-04-01,3.363
زوزن,زوزن,1400-05-01,3.973
زوزن,زوزن,1400-06-01,7.195
زوزن,زوزن,1400-07-01,4.886
زوزن,زوزن,1400-08-01,3.341
زوزن,زوزن,1400-09-01,2.054
زوزن,زوزن,1400-10-01,2.292
زوزن,زوزن,1400-11-01,3.841
زوزن,زوزن,1400-12-01,8.226
زوزن,زوزن,1401-01-01,9.543
