MAHDOUDE,AQUIFER,DATE,AET
ازغند,ازغند,1396-10-01,0.21
ازغند,ازغند,1396-11-01,1.814
ازغند,ازغند,1396-12-01,6.02
ازغند,ازغند,1397-01-01,9.942
ازغند,ازغند,1397-02-01,11.637
ازغند,ازغند,1397-03-01,11.394
ازغند,ازغند,1397-04-01,10.614
ازغند,ازغند,1397-05-01,9.797
ازغند,ازغند,1397-06-01,9.848
ازغند,ازغند,1397-07-01,6.1
ازغند,ازغند,1397-08-01,4.751
ازغند,ازغند,1397-09-01,2.956
ازغند,ازغند,1397-10-01,1.357
ازغند,ازغند,1397-11-01,3.305
ازغند,ازغند,1397-12-01,6.67
ازغند,ازغند,1398-01-01,19.6
ازغند,ازغند,1398-02-01,28.264
ازغند,ازغند,1398-03-01,21.029
ازغند,ازغند,1398-04-01,11.736
ازغند,ازغند,1398-05-01,9.258
ازغند,ازغند,1398-06-01,11.296
ازغند,ازغند,1398-07-01,7.09
ازغند,ازغند,1398-08-01,3.596
ازغند,ازغند,1398-09-01,1.57
ازغند,ازغند,1398-10-01,1.861
ازغند,ازغند,1398-11-01,2.502
ازغند,ازغند,1398-12-01,8.898
ازغند,ازغند,1399-01-01,14.227
ازغند,ازغند,1399-02-01,33.387
ازغند,ازغند,1399-03-01,20.811
ازغند,ازغند,1399-04-01,19.359
ازغند,ازغند,1399-05-01,15.519
ازغند,ازغند,1399-06-01,13.083
ازغند,ازغند,1399-07-01,7.43
ازغند,ازغند,1399-08-01,4.163
ازغند,ازغند,1399-09-01,2.615
ازغند,ازغند,1399-10-01,2.275
ازغند,ازغند,1399-11-01,3.199
ازغند,ازغند,1399-12-01,3.809
ازغند,ازغند,1400-01-01,10.026
ازغند,ازغند,1400-02-01,12.385
ازغند,ازغند,1400-03-01,10.917
ازغند,ازغند,1400-04-01,10.1
ازغند,ازغند,1400-05-01,11.396
ازغند,ازغند,1400-06-01,11.354
ازغند,ازغند,1400-07-01,5.538
ازغند,ازغند,1400-08-01,2.729
ازغند,ازغند,1400-09-01,2.417
ازغند,ازغند,1400-10-01,1.198
ازغند,ازغند,1400-11-01,2.477
ازغند,ازغند,1400-12-01,5.327
ازغند,ازغند,1401-01-01,7.889
ازغند,ازغند,1401-02-01,13.932
ازغند,ازغند,1401-03-01,11.663
ازغند,ازغند,1401-04-01,7.851
ازغند,ازغند,1401-05-01,7.27
ازغند,ازغند,1401-06-01,8.954
ازغند,ازغند,1401-07-01,7.595
ازغند,ازغند,1401-08-01,3.266
ازغند,ازغند,1401-09-01,1.313
ازغند,ازغند,1401-10-01,0.326
ازغند,ازغند,1401-11-01,1.601
ازغند,ازغند,1401-12-01,5.394
ازغند,ازغند,1402-01-01,8.768
ازغند,ازغند,1402-02-01,9.568
ازغند,ازغند,1402-03-01,13.685
ازغند,ازغند,1402-04-01,8.313
ازغند,ازغند,1402-05-01,7.255
ازغند,ازغند,1402-06-01,3.617
ازغند,ازغند,1402-07-01,1.526
ازغند,ازغند,1402-08-01,3.312
ازغند,ازغند,1402-09-01,1.631
ازغند,ازغند,1402-10-01,1.689
ازغند,ازغند,1402-11-01,2.449
ازغند,ازغند,1402-12-01,3.248
ازغند,ازغند,1403-01-01,6.731
ازغند,ازغند,1403-02-01,10.425
ازغند,ازغند,1403-03-01,14.128
ازغند,ازغند,1403-04-01,10.152
ازغند,ازغند,1403-05-01,6.135
ازغند,ازغند,1403-06-01,8.037
ازغند,ازغند,1403-07-01,6.703
ازغند,ازغند,1403-08-01,3.415
ازغند,ازغند,1403-09-01,1.313
ازغند,ازغند,1403-10-01,1.222
ازغند,ازغند,1403-11-01,1.481
ازغند,ازغند,1403-12-01,2.766
ازغند,ازغند,1404-01-01,8.736
ازغند,ازغند,1404-02-01,10.577
ازغند,ازغند,1404-03-01,9.194
ازغند,ازغند,1404-04-01,6.559
ازغند,ازغند,1404-05-01,9.031
ازغند,ازغند,1404-06-01,7.742
ازغند,ازغند,1404-07-01,5.435
ازغند,ازغند,1404-08-01,3.039
ازغند,ازغند,1404-09-01,1.468
ازغند,ازغند,1404-10-01,1.414
ازغند,ازغند,1404-11-01,3.029
ازغند,ازغند,1404-12-01,5.164
ازغند,ازغند,1405-01-01,26.134
ازغند,ازغند,1405-02-01,18.923
ازغند,ازغند,1405-03-01,2.526
بجستان - یونسی,بجستان,1396-10-01,2.039
بجستان - یونسی,بجستان,1396-11-01,3.933
بجستان - یونسی,بجستان,1396-12-01,6.233
بجستان - یونسی,بجستان,1397-01-01,9.124
بجستان - یونسی,بجستان,1397-02-01,10.878
بجستان - یونسی,بجستان,1397-03-01,10.261
بجستان - یونسی,بجستان,1397-04-01,9.854
بجستان - یونسی,بجستان,1397-05-01,7.763
بجستان - یونسی,بجستان,1397-06-01,9.388
بجستان - یونسی,بجستان,1397-07-01,6.891
بجستان - یونسی,بجستان,1397-08-01,7.529
بجستان - یونسی,بجستان,1397-09-01,4.252
بجستان - یونسی,بجستان,1397-10-01,3.134
بجستان - یونسی,بجستان,1397-11-01,3.739
بجستان - یونسی,بجستان,1397-12-01,7.468
بجستان - یونسی,بجستان,1398-01-01,17.149
بجستان - یونسی,بجستان,1398-02-01,16.823
بجستان - یونسی,بجستان,1398-03-01,9.994
بجستان - یونسی,بجستان,1398-04-01,8.049
بجستان - یونسی,بجستان,1398-05-01,7.74
بجستان - یونسی,بجستان,1398-06-01,9.973
بجستان - یونسی,بجستان,1398-07-01,10.283
بجستان - یونسی,بجستان,1398-08-01,5.409
بجستان - یونسی,بجستان,1398-09-01,3.859
بجستان - یونسی,بجستان,1398-10-01,3.316
بجستان - یونسی,بجستان,1398-11-01,3.853
بجستان - یونسی,بجستان,1398-12-01,7.881
بجستان - یونسی,بجستان,1399-01-01,14.802
بجستان - یونسی,بجستان,1399-02-01,20.735
بجستان - یونسی,بجستان,1399-03-01,13.771
بجستان - یونسی,بجستان,1399-04-01,14.169
بجستان - یونسی,بجستان,1399-05-01,12.706
بجستان - یونسی,بجستان,1399-06-01,8.485
بجستان - یونسی,بجستان,1399-07-01,6.838
بجستان - یونسی,بجستان,1399-08-01,5.5
بجستان - یونسی,بجستان,1399-09-01,2.808
بجستان - یونسی,بجستان,1399-10-01,3.068
بجستان - یونسی,بجستان,1399-11-01,3.636
بجستان - یونسی,بجستان,1399-12-01,5.184
بجستان - یونسی,بجستان,1400-01-01,10.182
بجستان - یونسی,بجستان,1400-02-01,12.135
بجستان - یونسی,بجستان,1400-03-01,12.714
بجستان - یونسی,بجستان,1400-04-01,8.748
بجستان - یونسی,بجستان,1400-05-01,9.341
بجستان - یونسی,بجستان,1400-06-01,9.944
بجستان - یونسی,بجستان,1400-07-01,6.959
بجستان - یونسی,بجستان,1400-08-01,4.871
بجستان - یونسی,بجستان,1400-09-01,3.533
بجستان - یونسی,بجستان,1400-10-01,3.065
بجستان - یونسی,بجستان,1400-11-01,3.707
بجستان - یونسی,بجستان,1400-12-01,7.326
بجستان - یونسی,بجستان,1401-01-01,8.924
بجستان - یونسی,بجستان,1401-02-01,12.946
بجستان - یونسی,بجستان,1401-03-01,12.687
بجستان - یونسی,بجستان,1401-04-01,11.083
بجستان - یونسی,بجستان,1401-05-01,11.224
بجستان - یونسی,بجستان,1401-06-01,9.331
بجستان - یونسی,بجستان,1401-07-01,9.385
بجستان - یونسی,بجستان,1401-08-01,6.873
بجستان - یونسی,بجستان,1401-09-01,3.774
بجستان - یونسی,بجستان,1401-10-01,1.708
بجستان - یونسی,بجستان,1401-11-01,3.022
بجستان - یونسی,بجستان,1401-12-01,7.613
بجستان - یونسی,بجستان,1402-01-01,11.743
بجستان - یونسی,بجستان,1402-02-01,14.268
بجستان - یونسی,بجستان,1402-03-01,13.666
بجستان - یونسی,بجستان,1402-04-01,8.776
بجستان - یونسی,بجستان,1402-05-01,8.265
بجستان - یونسی,بجستان,1402-06-01,3.939
بجستان - یونسی,بجستان,1402-07-01,6.35
بجستان - یونسی,بجستان,1402-08-01,8.153
بجستان - یونسی,بجستان,1402-09-01,3.516
بجستان - یونسی,بجستان,1402-10-01,3.472
بجستان - یونسی,بجستان,1402-11-01,4.532
بجستان - یونسی,بجستان,1402-12-01,4.612
بجستان - یونسی,بجستان,1403-01-01,7.382
بجستان - یونسی,بجستان,1403-02-01,8.489
بجستان - یونسی,بجستان,1403-03-01,9.709
بجستان - یونسی,بجستان,1403-04-01,6.786
بجستان - یونسی,بجستان,1403-05-01,4.822
بجستان - یونسی,بجستان,1403-06-01,6.996
بجستان - یونسی,بجستان,1403-07-01,8.968
بجستان - یونسی,بجستان,1403-08-01,5.682
بجستان - یونسی,بجستان,1403-09-01,2.869
بجستان - یونسی,بجستان,1403-10-01,2.338
بجستان - یونسی,بجستان,1403-11-01,2.651
بجستان - یونسی,بجستان,1403-12-01,5.473
بجستان - یونسی,بجستان,1404-01-01,10.343
بجستان - یونسی,بجستان,1404-02-01,10.575
بجستان - یونسی,بجستان,1404-03-01,9.479
بجستان - یونسی,بجستان,1404-04-01,8.534
بجستان - یونسی,بجستان,1404-05-01,8.258
بجستان - یونسی,بجستان,1404-06-01,8.605
بجستان - یونسی,بجستان,1404-07-01,7.91
بجستان - یونسی,بجستان,1404-08-01,5.017
بجستان - یونسی,بجستان,1404-09-01,3.468
بجستان - یونسی,بجستان,1404-10-01,3.162
بجستان - یونسی,بجستان,1404-11-01,5.032
بجستان - یونسی,بجستان,1404-12-01,9.057
بجستان - یونسی,بجستان,1405-01-01,22.826
بجستان - یونسی,بجستان,1405-02-01,9.541
بجستان - یونسی,بجستان,1405-03-01,2.319
بجستان - یونسی,یونسی,1396-10-01,1.071
بجستان - یونسی,یونسی,1396-11-01,2.551
بجستان - یونسی,یونسی,1396-12-01,5.637
بجستان - یونسی,یونسی,1397-01-01,6.367
بجستان - یونسی,یونسی,1397-02-01,8.35
بجستان - یونسی,یونسی,1397-03-01,8.739
بجستان - یونسی,یونسی,1397-04-01,7.325
بجستان - یونسی,یونسی,1397-05-01,4.886
بجستان - یونسی,یونسی,1397-06-01,8.687
بجستان - یونسی,یونسی,1397-07-01,5.938
بجستان - یونسی,یونسی,1397-08-01,6.011
بجستان - یونسی,یونسی,1397-09-01,3.187
بجستان - یونسی,یونسی,1397-10-01,2.151
بجستان - یونسی,یونسی,1397-11-01,3.435
بجستان - یونسی,یونسی,1397-12-01,5.228
بجستان - یونسی,یونسی,1398-01-01,11.878
بجستان - یونسی,یونسی,1398-02-01,12.607
بجستان - یونسی,یونسی,1398-03-01,8.136
بجستان - یونسی,یونسی,1398-04-01,4.905
بجستان - یونسی,یونسی,1398-05-01,5.948
بجستان - یونسی,یونسی,1398-06-01,8.837
بجستان - یونسی,یونسی,1398-07-01,9.472
بجستان - یونسی,یونسی,1398-08-01,4.394
بجستان - یونسی,یونسی,1398-09-01,3.178
بجستان - یونسی,یونسی,1398-10-01,2.622
بجستان - یونسی,یونسی,1398-11-01,3.291
بجستان - یونسی,یونسی,1398-12-01,6.166
بجستان - یونسی,یونسی,1399-01-01,11.674
بجستان - یونسی,یونسی,1399-02-01,13.298
بجستان - یونسی,یونسی,1399-03-01,11.203
بجستان - یونسی,یونسی,1399-04-01,11.344
بجستان - یونسی,یونسی,1399-05-01,8.691
بجستان - یونسی,یونسی,1399-06-01,7.595
بجستان - یونسی,یونسی,1399-07-01,5.549
بجستان - یونسی,یونسی,1399-08-01,4.938
بجستان - یونسی,یونسی,1399-09-01,2.356
بجستان - یونسی,یونسی,1399-10-01,2.471
بجستان - یونسی,یونسی,1399-11-01,2.422
بجستان - یونسی,یونسی,1399-12-01,2.886
بجستان - یونسی,یونسی,1400-01-01,5.772
بجستان - یونسی,یونسی,1400-02-01,11.323
بجستان - یونسی,یونسی,1400-03-01,11.877
بجستان - یونسی,یونسی,1400-04-01,6.919
بجستان - یونسی,یونسی,1400-05-01,7.462
بجستان - یونسی,یونسی,1400-06-01,8.319
بجستان - یونسی,یونسی,1400-07-01,5.967
بجستان - یونسی,یونسی,1400-08-01,3.995
بجستان - یونسی,یونسی,1400-09-01,2.201
بجستان - یونسی,یونسی,1400-10-01,1.978
بجستان - یونسی,یونسی,1400-11-01,3.002
بجستان - یونسی,یونسی,1400-12-01,4.203
بجستان - یونسی,یونسی,1401-01-01,4.897
بجستان - یونسی,یونسی,1401-02-01,10.206
بجستان - یونسی,یونسی,1401-03-01,10.055
بجستان - یونسی,یونسی,1401-04-01,6.747
بجستان - یونسی,یونسی,1401-05-01,7.49
بجستان - یونسی,یونسی,1401-06-01,8.095
بجستان - یونسی,یونسی,1401-07-01,8.28
بجستان - یونسی,یونسی,1401-08-01,5.338
بجستان - یونسی,یونسی,1401-09-01,2.521
بجستان - یونسی,یونسی,1401-10-01,0.701
بجستان - یونسی,یونسی,1401-11-01,1.838
بجستان - یونسی,یونسی,1401-12-01,5.539
بجستان - یونسی,یونسی,1402-01-01,9.729
بجستان - یونسی,یونسی,1402-02-01,9.222
بجستان - یونسی,یونسی,1402-03-01,13.888
بجستان - یونسی,یونسی,1402-04-01,4.909
بجستان - یونسی,یونسی,1402-05-01,5.316
بجستان - یونسی,یونسی,1402-06-01,2.967
بجستان - یونسی,یونسی,1402-07-01,4.071
بجستان - یونسی,یونسی,1402-08-01,6.305
بجستان - یونسی,یونسی,1402-09-01,2.797
بجستان - یونسی,یونسی,1402-10-01,2.576
بجستان - یونسی,یونسی,1402-11-01,3.58
بجستان - یونسی,یونسی,1402-12-01,3.476
بجستان - یونسی,یونسی,1403-01-01,4.948
بجستان - یونسی,یونسی,1403-02-01,6.958
بجستان - یونسی,یونسی,1403-03-01,8.068
بجستان - یونسی,یونسی,1403-04-01,3.067
بجستان - یونسی,یونسی,1403-05-01,1.767
بجستان - یونسی,یونسی,1403-06-01,4.747
بجستان - یونسی,یونسی,1403-07-01,7.161
بجستان - یونسی,یونسی,1403-08-01,4.164
بجستان - یونسی,یونسی,1403-09-01,1.215
بجستان - یونسی,یونسی,1403-10-01,0.966
بجستان - یونسی,یونسی,1403-11-01,1.992
بجستان - یونسی,یونسی,1403-12-01,3.558
بجستان - یونسی,یونسی,1404-01-01,7.233
بجستان - یونسی,یونسی,1404-02-01,8.526
بجستان - یونسی,یونسی,1404-03-01,7.493
بجستان - یونسی,یونسی,1404-04-01,4.784
بجستان - یونسی,یونسی,1404-05-01,5.896
بجستان - یونسی,یونسی,1404-06-01,6.867
بجستان - یونسی,یونسی,1404-07-01,6.687
بجستان - یونسی,یونسی,1404-08-01,4.074
بجستان - یونسی,یونسی,1404-09-01,3.071
بجستان - یونسی,یونسی,1404-10-01,2.729
بجستان - یونسی,یونسی,1404-11-01,4.166
بجستان - یونسی,یونسی,1404-12-01,7.262
بجستان - یونسی,یونسی,1405-01-01,12.461
بجستان - یونسی,یونسی,1405-02-01,7.091
بجستان - یونسی,یونسی,1405-03-01,1.956
بردسکن,بردسکن,1396-10-01,1.061
بردسکن,بردسکن,1396-11-01,3.59
بردسکن,بردسکن,1396-12-01,8.425
بردسکن,بردسکن,1397-01-01,12.785
بردسکن,بردسکن,1397-02-01,14.435
بردسکن,بردسکن,1397-03-01,13.511
بردسکن,بردسکن,1397-04-01,14.612
بردسکن,بردسکن,1397-05-01,17.24
بردسکن,بردسکن,1397-06-01,14.783
بردسکن,بردسکن,1397-07-01,10.199
بردسکن,بردسکن,1397-08-01,6.377
بردسکن,بردسکن,1397-09-01,3.478
بردسکن,بردسکن,1397-10-01,2.427
بردسکن,بردسکن,1397-11-01,4.406
بردسکن,بردسکن,1397-12-01,8.25
بردسکن,بردسکن,1398-01-01,18.002
بردسکن,بردسکن,1398-02-01,30.637
بردسکن,بردسکن,1398-03-01,23.943
بردسکن,بردسکن,1398-04-01,15.007
بردسکن,بردسکن,1398-05-01,14.389
بردسکن,بردسکن,1398-06-01,18.392
بردسکن,بردسکن,1398-07-01,15.209
بردسکن,بردسکن,1398-08-01,6.103
بردسکن,بردسکن,1398-09-01,3.082
بردسکن,بردسکن,1398-10-01,2.881
بردسکن,بردسکن,1398-11-01,4.477
بردسکن,بردسکن,1398-12-01,10.364
بردسکن,بردسکن,1399-01-01,17.304
بردسکن,بردسکن,1399-02-01,34.921
بردسکن,بردسکن,1399-03-01,21.478
بردسکن,بردسکن,1399-04-01,22.306
بردسکن,بردسکن,1399-05-01,16.246
بردسکن,بردسکن,1399-06-01,17.135
بردسکن,بردسکن,1399-07-01,10.956
بردسکن,بردسکن,1399-08-01,6.391
بردسکن,بردسکن,1399-09-01,2.312
بردسکن,بردسکن,1399-10-01,2.646
بردسکن,بردسکن,1399-11-01,4.348
بردسکن,بردسکن,1399-12-01,5.167
بردسکن,بردسکن,1400-01-01,10.579
بردسکن,بردسکن,1400-02-01,17.075
بردسکن,بردسکن,1400-03-01,16.238
بردسکن,بردسکن,1400-04-01,13.668
بردسکن,بردسکن,1400-05-01,17.333
بردسکن,بردسکن,1400-06-01,16.83
بردسکن,بردسکن,1400-07-01,7.693
بردسکن,بردسکن,1400-08-01,4.997
بردسکن,بردسکن,1400-09-01,2.311
بردسکن,بردسکن,1400-10-01,2.182
بردسکن,بردسکن,1400-11-01,3.402
بردسکن,بردسکن,1400-12-01,4.714
بردسکن,بردسکن,1401-01-01,7.616
بردسکن,بردسکن,1401-02-01,13.916
بردسکن,بردسکن,1401-03-01,17.356
بردسکن,بردسکن,1401-04-01,13.043
بردسکن,بردسکن,1401-05-01,15.433
بردسکن,بردسکن,1401-06-01,15.655
بردسکن,بردسکن,1401-07-01,12.944
بردسکن,بردسکن,1401-08-01,6.49
بردسکن,بردسکن,1401-09-01,2.57
بردسکن,بردسکن,1401-10-01,0.527
بردسکن,بردسکن,1401-11-01,2.194
بردسکن,بردسکن,1401-12-01,7.368
بردسکن,بردسکن,1402-01-01,12.064
بردسکن,بردسکن,1402-02-01,13.253
بردسکن,بردسکن,1402-03-01,16.672
بردسکن,بردسکن,1402-04-01,10.881
بردسکن,بردسکن,1402-05-01,13.127
بردسکن,بردسکن,1402-06-01,5.11
بردسکن,بردسکن,1402-07-01,4.923
بردسکن,بردسکن,1402-08-01,7.667
بردسکن,بردسکن,1402-09-01,2.593
بردسکن,بردسکن,1402-10-01,2.524
بردسکن,بردسکن,1402-11-01,4.156
بردسکن,بردسکن,1402-12-01,4.13
بردسکن,بردسکن,1403-01-01,8.384
بردسکن,بردسکن,1403-02-01,12.093
بردسکن,بردسکن,1403-03-01,14.423
بردسکن,بردسکن,1403-04-01,7.501
بردسکن,بردسکن,1403-05-01,6.182
بردسکن,بردسکن,1403-06-01,11.563
بردسکن,بردسکن,1403-07-01,11.011
بردسکن,بردسکن,1403-08-01,6.057
بردسکن,بردسکن,1403-09-01,1.636
بردسکن,بردسکن,1403-10-01,0.627
بردسکن,بردسکن,1403-11-01,2.538
بردسکن,بردسکن,1403-12-01,5.515
بردسکن,بردسکن,1404-01-01,11.657
بردسکن,بردسکن,1404-02-01,12.96
بردسکن,بردسکن,1404-03-01,12.464
بردسکن,بردسکن,1404-04-01,11.219
بردسکن,بردسکن,1404-05-01,15.297
بردسکن,بردسکن,1404-06-01,11.253
بردسکن,بردسکن,1404-07-01,9.01
بردسکن,بردسکن,1404-08-01,5.219
بردسکن,بردسکن,1404-09-01,2.562
بردسکن,بردسکن,1404-10-01,1.989
بردسکن,بردسکن,1404-11-01,4.761
بردسکن,بردسکن,1404-12-01,8.165
بردسکن,بردسکن,1405-01-01,16.963
بردسکن,بردسکن,1405-02-01,15.922
بردسکن,بردسکن,1405-03-01,5.439
تایباد,تایباد,1396-10-01,0.733
تایباد,تایباد,1396-11-01,2.027
تایباد,تایباد,1396-12-01,6.69
تایباد,تایباد,1397-01-01,8.775
تایباد,تایباد,1397-02-01,10.696
تایباد,تایباد,1397-03-01,4.431
تایباد,تایباد,1397-04-01,3.729
تایباد,تایباد,1397-05-01,2.916
تایباد,تایباد,1397-06-01,3.518
تایباد,تایباد,1397-07-01,4.371
تایباد,تایباد,1397-08-01,2.12
تایباد,تایباد,1397-09-01,1.953
تایباد,تایباد,1397-10-01,2.353
تایباد,تایباد,1397-11-01,3.193
تایباد,تایباد,1397-12-01,8.524
تایباد,تایباد,1398-01-01,24.928
تایباد,تایباد,1398-02-01,38.21
تایباد,تایباد,1398-03-01,13.401
تایباد,تایباد,1398-04-01,5.938
تایباد,تایباد,1398-05-01,3.451
تایباد,تایباد,1398-06-01,6.89
تایباد,تایباد,1398-07-01,8.357
تایباد,تایباد,1398-08-01,3.045
تایباد,تایباد,1398-09-01,2.7
تایباد,تایباد,1398-10-01,3.111
تایباد,تایباد,1398-11-01,4.184
تایباد,تایباد,1398-12-01,9.031
تایباد,تایباد,1399-01-01,20.701
تایباد,تایباد,1399-02-01,42.58
تایباد,تایباد,1399-03-01,11.601
تایباد,تایباد,1399-04-01,7.887
تایباد,تایباد,1399-05-01,2.265
تایباد,تایباد,1399-06-01,3.69
تایباد,تایباد,1399-07-01,2.901
تایباد,تایباد,1399-08-01,4.943
تایباد,تایباد,1399-09-01,1.76
تایباد,تایباد,1399-10-01,1.307
تایباد,تایباد,1399-11-01,3.007
تایباد,تایباد,1399-12-01,3.651
تایباد,تایباد,1400-01-01,9.769
تایباد,تایباد,1400-02-01,4.983
تایباد,تایباد,1400-03-01,4.119
تایباد,تایباد,1400-04-01,1.677
تایباد,تایباد,1400-05-01,2.098
تایباد,تایباد,1400-06-01,3.518
تایباد,تایباد,1400-07-01,2.334
تایباد,تایباد,1400-08-01,1.722
تایباد,تایباد,1400-09-01,2.283
تایباد,تایباد,1400-10-01,2.286
تایباد,تایباد,1400-11-01,4.016
تایباد,تایباد,1400-12-01,12.337
تایباد,تایباد,1401-01-01,21.761
تایباد,تایباد,1401-02-01,24.577
تایباد,تایباد,1401-03-01,7.639
تایباد,تایباد,1401-04-01,4.294
تایباد,تایباد,1401-05-01,3.479
تایباد,تایباد,1401-06-01,4.81
تایباد,تایباد,1401-07-01,5.362
تایباد,تایباد,1401-08-01,4.672
تایباد,تایباد,1401-09-01,2.109
تایباد,تایباد,1401-10-01,1.509
تایباد,تایباد,1401-11-01,3.074
تایباد,تایباد,1401-12-01,8.929
تایباد,تایباد,1402-01-01,15.542
تایباد,تایباد,1402-02-01,10.305
تایباد,تایباد,1402-03-01,4.909
تایباد,تایباد,1402-04-01,2.747
تایباد,تایباد,1402-05-01,2.593
تایباد,تایباد,1402-06-01,0.422
تایباد,تایباد,1402-07-01,1.974
تایباد,تایباد,1402-08-01,6.262
تایباد,تایباد,1402-09-01,3.836
تایباد,تایباد,1402-10-01,4.228
تایباد,تایباد,1402-11-01,3.63
تایباد,تایباد,1402-12-01,3.906
تایباد,تایباد,1403-01-01,9.69
تایباد,تایباد,1403-02-01,8.941
تایباد,تایباد,1403-03-01,4.445
تایباد,تایباد,1403-04-01,2.341
تایباد,تایباد,1403-05-01,0.964
تایباد,تایباد,1403-06-01,1.682
تایباد,تایباد,1403-07-01,4.532
تایباد,تایباد,1403-08-01,2.14
تایباد,تایباد,1403-09-01,1.855
تایباد,تایباد,1403-10-01,1.166
تایباد,تایباد,1403-11-01,3.377
تایباد,تایباد,1403-12-01,6.573
تایباد,تایباد,1404-01-01,16.355
تایباد,تایباد,1404-02-01,12.344
تایباد,تایباد,1404-03-01,4.404
تایباد,تایباد,1404-04-01,2.999
تایباد,تایباد,1404-05-01,2.488
تایباد,تایباد,1404-06-01,3.385
تایباد,تایباد,1404-07-01,4.662
تایباد,تایباد,1404-08-01,4.43
تایباد,تایباد,1404-09-01,2.61
تایباد,تایباد,1404-10-01,3.63
تایباد,تایباد,1404-11-01,7.689
تایباد,تایباد,1404-12-01,9.949
تایباد,تایباد,1405-01-01,45.514
تایباد,تایباد,1405-02-01,38.225
تایباد,تایباد,1405-03-01,6.013
تربت حیدریه,تربت حیدریه,1396-10-01,0.453
تربت حیدریه,تربت حیدریه,1396-11-01,1.798
تربت حیدریه,تربت حیدریه,1396-12-01,6.518
تربت حیدریه,تربت حیدریه,1397-01-01,14.673
تربت حیدریه,تربت حیدریه,1397-02-01,17.119
تربت حیدریه,تربت حیدریه,1397-03-01,15.93
تربت حیدریه,تربت حیدریه,1397-04-01,8.452
تربت حیدریه,تربت حیدریه,1397-05-01,5.76
تربت حیدریه,تربت حیدریه,1397-06-01,9.805
تربت حیدریه,تربت حیدریه,1397-07-01,6.172
تربت حیدریه,تربت حیدریه,1397-08-01,3.871
تربت حیدریه,تربت حیدریه,1397-09-01,3.448
تربت حیدریه,تربت حیدریه,1397-10-01,1.753
تربت حیدریه,تربت حیدریه,1397-11-01,2.713
تربت حیدریه,تربت حیدریه,1397-12-01,5.125
تربت حیدریه,تربت حیدریه,1398-01-01,18.898
تربت حیدریه,تربت حیدریه,1398-02-01,37.901
تربت حیدریه,تربت حیدریه,1398-03-01,23.23
تربت حیدریه,تربت حیدریه,1398-04-01,10.266
تربت حیدریه,تربت حیدریه,1398-05-01,6.711
تربت حیدریه,تربت حیدریه,1398-06-01,9.557
تربت حیدریه,تربت حیدریه,1398-07-01,7.776
تربت حیدریه,تربت حیدریه,1398-08-01,3.857
تربت حیدریه,تربت حیدریه,1398-09-01,1.576
تربت حیدریه,تربت حیدریه,1398-10-01,1.466
تربت حیدریه,تربت حیدریه,1398-11-01,2.948
تربت حیدریه,تربت حیدریه,1398-12-01,6.726
تربت حیدریه,تربت حیدریه,1399-01-01,13.124
تربت حیدریه,تربت حیدریه,1399-02-01,37.158
تربت حیدریه,تربت حیدریه,1399-03-01,28.262
تربت حیدریه,تربت حیدریه,1399-04-01,17.687
تربت حیدریه,تربت حیدریه,1399-05-01,11.799
تربت حیدریه,تربت حیدریه,1399-06-01,8.646
تربت حیدریه,تربت حیدریه,1399-07-01,5.561
تربت حیدریه,تربت حیدریه,1399-08-01,3.875
تربت حیدریه,تربت حیدریه,1399-09-01,1.099
تربت حیدریه,تربت حیدریه,1399-10-01,1.748
تربت حیدریه,تربت حیدریه,1399-11-01,3.525
تربت حیدریه,تربت حیدریه,1399-12-01,5.412
تربت حیدریه,تربت حیدریه,1400-01-01,15.738
تربت حیدریه,تربت حیدریه,1400-02-01,15.388
تربت حیدریه,تربت حیدریه,1400-03-01,16.057
تربت حیدریه,تربت حیدریه,1400-04-01,6.555
تربت حیدریه,تربت حیدریه,1400-05-01,6.355
تربت حیدریه,تربت حیدریه,1400-06-01,8.05
تربت حیدریه,تربت حیدریه,1400-07-01,6.483
تربت حیدریه,تربت حیدریه,1400-08-01,2.538
تربت حیدریه,تربت حیدریه,1400-09-01,2.274
تربت حیدریه,تربت حیدریه,1400-10-01,1.901
تربت حیدریه,تربت حیدریه,1400-11-01,2.92
تربت حیدریه,تربت حیدریه,1400-12-01,6.899
تربت حیدریه,تربت حیدریه,1401-01-01,16.828
تربت حیدریه,تربت حیدریه,1401-02-01,24.164
تربت حیدریه,تربت حیدریه,1401-03-01,13.56
تربت حیدریه,تربت حیدریه,1401-04-01,6.385
تربت حیدریه,تربت حیدریه,1401-05-01,4.57
تربت حیدریه,تربت حیدریه,1401-06-01,7.123
تربت حیدریه,تربت حیدریه,1401-07-01,7.707
تربت حیدریه,تربت حیدریه,1401-08-01,4.139
تربت حیدریه,تربت حیدریه,1401-09-01,1.932
تربت حیدریه,تربت حیدریه,1401-10-01,0.237
تربت حیدریه,تربت حیدریه,1401-11-01,1.221
تربت حیدریه,تربت حیدریه,1401-12-01,6.012
تربت حیدریه,تربت حیدریه,1402-01-01,11.528
تربت حیدریه,تربت حیدریه,1402-02-01,17.214
تربت حیدریه,تربت حیدریه,1402-03-01,14.532
تربت حیدریه,تربت حیدریه,1402-04-01,6.729
تربت حیدریه,تربت حیدریه,1402-05-01,5.076
تربت حیدریه,تربت حیدریه,1402-06-01,3.656
تربت حیدریه,تربت حیدریه,1402-07-01,2.046
