MAHDOUDE,AQUIFER,DATE,NDVI_MEAN,NDVI_MEDIAN,NDVI_MAX
ازغند,ازغند,1391-12-01,,,
ازغند,ازغند,1392-01-01,0.307626,0.279285,0.778662
ازغند,ازغند,1392-02-01,0.247374,0.197284,0.878188
ازغند,ازغند,1392-03-01,0.173713,0.146475,0.784954
ازغند,ازغند,1392-04-01,0.16494,0.134758,0.784377
ازغند,ازغند,1392-05-01,0.16013,0.126931,0.789721
ازغند,ازغند,1392-06-01,0.152993,0.119064,0.77395
ازغند,ازغند,1392-07-01,0.145967,0.111262,0.719916
ازغند,ازغند,1392-08-01,0.14593,0.115186,0.757357
ازغند,ازغند,1392-09-01,0.159142,0.126908,0.828671
ازغند,ازغند,1392-10-01,0.167789,0.130818,0.816061
ازغند,ازغند,1392-11-01,0.165406,0.126899,0.703865
ازغند,ازغند,1392-12-01,0.153427,0.123047,0.695138
ازغند,ازغند,1393-01-01,0.19043,0.14649,0.818158
ازغند,ازغند,1393-02-01,0.195721,0.158162,0.811943
ازغند,ازغند,1393-03-01,0.153113,0.123019,0.760871
ازغند,ازغند,1393-04-01,0.143896,0.111282,0.780068
ازغند,ازغند,1393-05-01,0.139123,0.107379,0.776893
ازغند,ازغند,1393-06-01,0.134588,0.10348,0.765152
ازغند,ازغند,1393-07-01,0.133916,0.103493,0.755485
ازغند,ازغند,1393-08-01,0.136349,0.103473,0.839704
ازغند,ازغند,1393-09-01,0.150258,0.119137,0.850354
ازغند,ازغند,1393-10-01,0.182311,0.138721,0.852862
ازغند,ازغند,1393-11-01,0.199617,0.154221,0.852349
ازغند,ازغند,1393-12-01,0.266957,0.224597,0.834267
ازغند,ازغند,1394-01-01,0.290741,0.259678,0.886474
ازغند,ازغند,1394-02-01,0.173102,0.142563,0.725194
ازغند,ازغند,1394-03-01,0.153217,0.130827,0.750849
ازغند,ازغند,1394-04-01,0.149323,0.119105,0.779798
ازغند,ازغند,1394-05-01,0.142263,0.111301,0.782843
ازغند,ازغند,1394-06-01,0.144308,0.111281,0.810071
ازغند,ازغند,1394-07-01,0.135316,0.103471,0.885049
ازغند,ازغند,1394-08-01,0.131843,0.103465,0.771122
ازغند,ازغند,1394-09-01,0.143464,0.115173,0.830548
ازغند,ازغند,1394-10-01,0.175034,0.130847,0.826152
ازغند,ازغند,1394-11-01,0.182787,0.138674,0.84559
ازغند,ازغند,1394-12-01,0.197307,0.146471,0.860449
ازغند,ازغند,1395-01-01,0.197241,0.150379,0.857253
ازغند,ازغند,1395-02-01,0.196903,0.160157,0.856642
ازغند,ازغند,1395-03-01,0.155289,0.126963,0.785371
ازغند,ازغند,1395-04-01,0.148398,0.119126,0.795412
ازغند,ازغند,1395-05-01,0.141832,0.107392,0.79949
ازغند,ازغند,1395-06-01,0.13786,0.107374,0.780934
ازغند,ازغند,1395-07-01,0.132831,0.099559,0.743774
ازغند,ازغند,1395-08-01,0.128053,0.10347,0.800139
ازغند,ازغند,1395-09-01,0.135113,0.11127,0.785242
ازغند,ازغند,1395-10-01,0.157381,0.126914,0.750059
ازغند,ازغند,1395-11-01,0.148375,0.123146,0.558142
ازغند,ازغند,1395-12-01,0.196902,0.144453,0.843125
ازغند,ازغند,1396-01-01,0.279783,0.253897,0.848097
ازغند,ازغند,1396-02-01,0.222114,0.183556,0.863769
ازغند,ازغند,1396-03-01,0.169923,0.142621,0.775261
ازغند,ازغند,1396-04-01,0.155815,0.126939,0.815222
ازغند,ازغند,1396-05-01,0.149066,0.115181,0.83205
ازغند,ازغند,1396-06-01,0.143855,0.111276,0.828072
ازغند,ازغند,1396-07-01,0.134381,0.107373,0.77018
ازغند,ازغند,1396-08-01,0.135159,0.107337,0.805373
ازغند,ازغند,1396-09-01,0.151695,0.12689,0.826018
ازغند,ازغند,1396-10-01,0.16809,0.13477,0.792411
ازغند,ازغند,1396-11-01,0.177191,0.138631,0.751902
ازغند,ازغند,1396-12-01,0.18044,0.138699,0.848235
ازغند,ازغند,1397-01-01,0.232128,0.193339,0.841929
ازغند,ازغند,1397-02-01,0.199428,0.167927,0.853397
ازغند,ازغند,1397-03-01,0.151891,0.126975,0.791467
ازغند,ازغند,1397-04-01,0.142096,0.115212,0.824993
ازغند,ازغند,1397-05-01,0.1341,0.10349,0.784763
ازغند,ازغند,1397-06-01,0.130211,0.099566,0.779142
ازغند,ازغند,1397-07-01,0.132531,0.103459,0.821315
ازغند,ازغند,1397-08-01,0.124742,0.099597,0.779098
ازغند,ازغند,1397-09-01,0.165323,0.136679,0.871055
ازغند,ازغند,1397-10-01,0.197977,0.158172,0.859256
ازغند,ازغند,1397-11-01,0.222566,0.162134,0.860305
ازغند,ازغند,1397-12-01,0.275762,0.236377,0.858585
ازغند,ازغند,1398-01-01,0.359855,0.339717,0.875678
ازغند,ازغند,1398-02-01,0.340915,0.339888,0.860893
ازغند,ازغند,1398-03-01,0.207119,0.181582,0.804455
ازغند,ازغند,1398-04-01,0.178912,0.15042,0.803852
ازغند,ازغند,1398-05-01,0.164588,0.134711,0.795898
ازغند,ازغند,1398-06-01,0.160456,0.126907,0.76732
ازغند,ازغند,1398-07-01,0.15193,0.119091,0.727819
ازغند,ازغند,1398-08-01,0.148867,0.119113,0.81487
ازغند,ازغند,1398-09-01,0.168918,0.138673,0.864843
ازغند,ازغند,1398-10-01,0.18425,0.146503,0.854902
ازغند,ازغند,1398-11-01,0.208477,0.158189,0.889495
ازغند,ازغند,1398-12-01,0.222004,0.177737,0.777025
ازغند,ازغند,1399-01-01,0.344718,0.3243,0.975449
ازغند,ازغند,1399-02-01,0.381643,0.378897,0.878852
ازغند,ازغند,1399-03-01,0.219258,0.197245,0.83331
ازغند,ازغند,1399-04-01,0.186806,0.158183,0.858399
ازغند,ازغند,1399-05-01,0.173156,0.142557,0.809626
ازغند,ازغند,1399-06-01,0.172845,0.130811,0.832402
ازغند,ازغند,1399-07-01,0.16231,0.123011,0.800814
ازغند,ازغند,1399-08-01,0.166184,0.134713,0.793621
ازغند,ازغند,1399-09-01,0.198412,0.162112,0.976799
ازغند,ازغند,1399-10-01,0.232992,0.193327,0.862492
ازغند,ازغند,1399-11-01,0.21313,0.177759,0.791472
ازغند,ازغند,1399-12-01,0.238531,0.201164,0.8101
ازغند,ازغند,1400-01-01,0.228442,0.201101,0.605772
ازغند,ازغند,1400-02-01,0.181698,0.142595,0.81824
ازغند,ازغند,1400-03-01,0.156035,0.126948,0.74613
ازغند,ازغند,1400-04-01,0.153796,0.119088,0.798307
ازغند,ازغند,1400-05-01,0.146795,0.111234,0.781525
ازغند,ازغند,1400-06-01,0.140577,0.103445,0.766934
ازغند,ازغند,1400-07-01,0.137055,0.103421,0.764129
ازغند,ازغند,1400-08-01,0.127547,0.09955,0.78582
ازغند,ازغند,1400-09-01,0.163447,0.130824,0.830557
ازغند,ازغند,1400-10-01,0.190597,0.146422,0.881605
ازغند,ازغند,1400-11-01,0.205721,0.154383,0.847887
ازغند,ازغند,1400-12-01,0.243624,0.193277,0.922646
ازغند,ازغند,1401-01-01,0.242573,0.216773,0.85841
ازغند,ازغند,1401-02-01,0.181609,0.154281,0.74503
ازغند,ازغند,1401-03-01,0.156695,0.130819,0.787178
ازغند,ازغند,1401-04-01,0.143421,0.115235,0.800434
ازغند,ازغند,1401-05-01,0.140707,0.10737,0.814604
ازغند,ازغند,1401-06-01,0.141367,0.103463,0.809424
ازغند,ازغند,1401-07-01,0.136145,0.103433,0.734805
ازغند,ازغند,1401-08-01,0.13675,0.10736,0.772393
ازغند,ازغند,1401-09-01,0.157854,0.126921,0.789193
ازغند,ازغند,1401-10-01,0.1694,0.130869,0.830372
ازغند,ازغند,1401-11-01,0.144314,0.111305,0.643325
ازغند,ازغند,1401-12-01,0.167867,0.123004,0.814866
ازغند,ازغند,1402-01-01,0.22295,0.177673,0.820515
ازغند,ازغند,1402-02-01,0.176206,0.146456,0.761903
ازغند,ازغند,1402-03-01,0.130916,0.111295,0.634677
ازغند,ازغند,1402-04-01,0.132178,0.107366,0.719645
ازغند,ازغند,1402-05-01,0.129826,0.103444,0.791393
ازغند,ازغند,1402-06-01,0.123799,0.099552,0.778284
ازغند,ازغند,1402-07-01,0.123254,0.099546,0.801031
ازغند,ازغند,1402-08-01,0.125304,0.099532,0.787602
ازغند,ازغند,1402-09-01,0.155532,0.119183,0.876396
ازغند,ازغند,1402-10-01,0.15874,0.119132,0.856739
ازغند,ازغند,1402-11-01,0.176755,0.126945,0.859779
ازغند,ازغند,1402-12-01,0.180986,0.126971,0.805413
ازغند,ازغند,1403-01-01,0.196911,0.138606,0.842504
ازغند,ازغند,1403-02-01,0.178122,0.13868,0.845487
ازغند,ازغند,1403-03-01,0.139534,0.113141,0.779168
ازغند,ازغند,1403-04-01,0.131642,0.10737,0.81127
ازغند,ازغند,1403-05-01,0.126937,0.103478,0.790733
ازغند,ازغند,1403-06-01,0.126075,0.099558,0.813382
ازغند,ازغند,1403-07-01,0.123078,0.095657,0.713677
ازغند,ازغند,1403-08-01,0.127424,0.09957,0.811894
ازغند,ازغند,1403-09-01,0.136887,0.10734,0.945056
ازغند,ازغند,1403-10-01,0.142564,0.111283,0.817973
ازغند,ازغند,1403-11-01,0.155137,0.111315,0.816128
ازغند,ازغند,1403-12-01,0.155438,0.119075,0.787002
ازغند,ازغند,1404-01-01,0.1876,0.138579,0.825453
ازغند,ازغند,1404-02-01,0.156394,0.119114,0.801063
ازغند,ازغند,1404-03-01,0.132867,0.10529,0.817949
ازغند,ازغند,1404-04-01,0.122723,0.095621,0.757182
ازغند,ازغند,1404-05-01,0.119962,0.095621,0.826244
ازغند,ازغند,1404-06-01,0.111218,0.08782,0.830286
ازغند,ازغند,1404-07-01,0.114594,0.091702,0.864637
ازغند,ازغند,1404-08-01,0.11298,0.091729,0.794342
ازغند,ازغند,1404-09-01,0.118179,0.095617,0.8619
ازغند,ازغند,1404-10-01,0.131518,0.097434,0.80131
ازغند,ازغند,1404-11-01,0.136233,0.097413,0.826299
ازغند,ازغند,1404-12-01,0.173267,0.136619,0.826724
ازغند,ازغند,1405-01-01,0.392746,0.386831,0.887813
ازغند,ازغند,1405-02-01,0.240062,0.199176,0.856937
ازغند,ازغند,1405-03-01,0.180047,0.158197,0.76401
بجستان - یونسی,بجستان,1391-12-01,,,
بجستان - یونسی,بجستان,1392-01-01,0.333235,0.334119,0.82201
بجستان - یونسی,بجستان,1392-02-01,0.198202,0.170002,0.586577
بجستان - یونسی,بجستان,1392-03-01,0.1933,0.146352,0.724157
بجستان - یونسی,بجستان,1392-04-01,0.189785,0.13469,0.733882
بجستان - یونسی,بجستان,1392-05-01,0.182394,0.123092,0.688683
بجستان - یونسی,بجستان,1392-06-01,,,
بجستان - یونسی,بجستان,1392-07-01,,,
بجستان - یونسی,بجستان,1392-08-01,0.191048,0.119239,0.717143
بجستان - یونسی,بجستان,1392-09-01,0.195424,0.18168,0.774611
بجستان - یونسی,بجستان,1392-10-01,0.212391,0.201172,0.686832
بجستان - یونسی,بجستان,1392-11-01,0.220095,0.193316,0.668309
بجستان - یونسی,بجستان,1392-12-01,0.222119,0.18957,0.668066
بجستان - یونسی,بجستان,1393-01-01,0.244247,0.232355,0.679903
بجستان - یونسی,بجستان,1393-02-01,0.192513,0.142564,0.737454
بجستان - یونسی,بجستان,1393-03-01,0.160117,0.111302,0.710234
بجستان - یونسی,بجستان,1393-04-01,0.169966,0.107323,0.763561
بجستان - یونسی,بجستان,1393-05-01,0.167999,0.103323,0.707247
بجستان - یونسی,بجستان,1393-06-01,0.14099,0.103429,0.548566
بجستان - یونسی,بجستان,1393-07-01,0.166087,0.09566,0.697394
بجستان - یونسی,بجستان,1393-08-01,0.182653,0.103467,0.762005
بجستان - یونسی,بجستان,1393-09-01,0.17627,0.15809,0.635068
بجستان - یونسی,بجستان,1393-10-01,0.214854,0.208923,0.689919
بجستان - یونسی,بجستان,1393-11-01,0.220704,0.193524,0.647234
بجستان - یونسی,بجستان,1393-12-01,0.267836,0.224783,0.725821
بجستان - یونسی,بجستان,1394-01-01,0.288282,0.287225,0.763045
بجستان - یونسی,بجستان,1394-02-01,0.190654,0.134661,0.690406
بجستان - یونسی,بجستان,1394-03-01,0.185942,0.126902,0.726092
بجستان - یونسی,بجستان,1394-04-01,0.181608,0.11529,0.762437
بجستان - یونسی,بجستان,1394-05-01,0.178021,0.111298,0.75846
بجستان - یونسی,بجستان,1394-06-01,0.174267,0.107434,0.732147
بجستان - یونسی,بجستان,1394-07-01,0.176914,0.099556,0.735414
بجستان - یونسی,بجستان,1394-08-01,0.178872,0.113015,0.698074
بجستان - یونسی,بجستان,1394-09-01,0.167653,0.138675,0.682837
بجستان - یونسی,بجستان,1394-10-01,0.228704,0.20887,0.726266
بجستان - یونسی,بجستان,1394-11-01,0.236982,0.208962,0.759226
بجستان - یونسی,بجستان,1394-12-01,0.264128,0.224549,0.779189
بجستان - یونسی,بجستان,1395-01-01,0.270423,0.256014,0.788979
بجستان - یونسی,بجستان,1395-02-01,0.227501,0.201078,0.795176
بجستان - یونسی,بجستان,1395-03-01,0.177084,0.126861,0.709386
بجستان - یونسی,بجستان,1395-04-01,0.174752,0.111426,0.739786
بجستان - یونسی,بجستان,1395-05-01,0.170091,0.107349,0.757457
بجستان - یونسی,بجستان,1395-06-01,0.168781,0.103406,0.71229
بجستان - یونسی,بجستان,1395-07-01,0.166682,0.099411,0.661855
بجستان - یونسی,بجستان,1395-08-01,0.153746,0.106368,0.584023
بجستان - یونسی,بجستان,1395-09-01,0.161781,0.151438,0.548045
بجستان - یونسی,بجستان,1395-10-01,0.214927,0.197177,0.724538
بجستان - یونسی,بجستان,1395-11-01,,,
بجستان - یونسی,بجستان,1395-12-01,0.270444,0.23236,0.911092
بجستان - یونسی,بجستان,1396-01-01,0.30204,0.285253,0.73341
بجستان - یونسی,بجستان,1396-02-01,0.190675,0.177682,0.599565
بجستان - یونسی,بجستان,1396-03-01,0.172029,0.145476,0.55435
بجستان - یونسی,بجستان,1396-04-01,0.165042,0.126997,0.615036
بجستان - یونسی,بجستان,1396-05-01,0.166897,0.119128,0.591934
بجستان - یونسی,بجستان,1396-06-01,0.165779,0.115061,0.614899
بجستان - یونسی,بجستان,1396-07-01,0.154196,0.106414,0.538483
بجستان - یونسی,بجستان,1396-08-01,0.162436,0.127012,0.74
بجستان - یونسی,بجستان,1396-09-01,0.202344,0.185677,0.735951
بجستان - یونسی,بجستان,1396-10-01,0.227764,0.209128,0.693186
بجستان - یونسی,بجستان,1396-11-01,0.175537,0.146324,0.570386
بجستان - یونسی,بجستان,1396-12-01,0.243246,0.208797,0.668921
بجستان - یونسی,بجستان,1397-01-01,0.268468,0.263622,0.713303
بجستان - یونسی,بجستان,1397-02-01,0.175194,0.161975,0.579897
بجستان - یونسی,بجستان,1397-03-01,0.159199,0.126898,0.554345
بجستان - یونسی,بجستان,1397-04-01,0.158557,0.115117,0.612388
بجستان - یونسی,بجستان,1397-05-01,0.158004,0.107425,0.600595
بجستان - یونسی,بجستان,1397-06-01,0.156586,0.103432,0.608001
بجستان - یونسی,بجستان,1397-07-01,0.165617,0.107217,0.66616
بجستان - یونسی,بجستان,1397-08-01,0.150547,0.087955,0.650441
بجستان - یونسی,بجستان,1397-09-01,,,
بجستان - یونسی,بجستان,1397-10-01,0.280831,0.269573,0.800464
بجستان - یونسی,بجستان,1397-11-01,0.262595,0.238316,0.767737
بجستان - یونسی,بجستان,1397-12-01,0.318321,0.292795,0.847368
بجستان - یونسی,بجستان,1398-01-01,0.400256,0.394603,0.825163
بجستان - یونسی,بجستان,1398-02-01,0.289163,0.279005,0.713967
بجستان - یونسی,بجستان,1398-03-01,0.222566,0.181499,0.703294
بجستان - یونسی,بجستان,1398-04-01,0.201048,0.150407,0.712419
بجستان - یونسی,بجستان,1398-05-01,0.192398,0.138615,0.708047
بجستان - یونسی,بجستان,1398-06-01,0.191328,0.130763,0.710406
بجستان - یونسی,بجستان,1398-07-01,0.187964,0.123054,0.68059
بجستان - یونسی,بجستان,1398-08-01,0.199638,0.130844,0.730469
بجستان - یونسی,بجستان,1398-09-01,0.202093,0.181936,0.709936
بجستان - یونسی,بجستان,1398-10-01,0.229414,0.216705,0.693972
بجستان - یونسی,بجستان,1398-11-01,0.283581,0.261862,0.753856
بجستان - یونسی,بجستان,1398-12-01,0.377724,0.355282,0.826815
بجستان - یونسی,بجستان,1399-01-01,0.468429,0.488441,0.810243
بجستان - یونسی,بجستان,1399-02-01,0.318018,0.306729,0.780904
بجستان - یونسی,بجستان,1399-03-01,0.215894,0.173725,0.671205
بجستان - یونسی,بجستان,1399-04-01,0.204592,0.146398,0.729645
بجستان - یونسی,بجستان,1399-05-01,0.187552,0.138624,0.638996
بجستان - یونسی,بجستان,1399-06-01,0.193411,0.130834,0.783212
بجستان - یونسی,بجستان,1399-07-01,0.191977,0.122915,0.754596
بجستان - یونسی,بجستان,1399-08-01,0.175581,0.126937,0.709398
بجستان - یونسی,بجستان,1399-09-01,0.205377,0.181591,0.64147
بجستان - یونسی,بجستان,1399-10-01,0.25385,0.238259,0.75308
بجستان - یونسی,بجستان,1399-11-01,0.243635,0.220667,0.747106
بجستان - یونسی,بجستان,1399-12-01,0.215974,0.189527,0.639808
بجستان - یونسی,بجستان,1400-01-01,,,
بجستان - یونسی,بجستان,1400-02-01,0.205915,0.158126,0.745915
بجستان - یونسی,بجستان,1400-03-01,0.181591,0.126951,0.664953
بجستان - یونسی,بجستان,1400-04-01,0.183363,0.119208,0.766652
بجستان - یونسی,بجستان,1400-05-01,0.184614,0.115126,0.730196
بجستان - یونسی,بجستان,1400-06-01,0.181294,0.111206,0.730953
بجستان - یونسی,بجستان,1400-07-01,0.183759,0.103439,0.796782
بجستان - یونسی,بجستان,1400-08-01,0.162234,0.107274,0.681359
بجستان - یونسی,بجستان,1400-09-01,0.202123,0.189438,0.825932
بجستان - یونسی,بجستان,1400-10-01,,,
بجستان - یونسی,بجستان,1400-11-01,0.288186,0.251882,0.757595
بجستان - یونسی,بجستان,1400-12-01,0.290535,0.255885,0.711954
بجستان - یونسی,بجستان,1401-01-01,0.299814,0.295089,0.667812
بجستان - یونسی,بجستان,1401-02-01,0.223272,0.205036,0.568011
بجستان - یونسی,بجستان,1401-03-01,0.169933,0.130824,0.612007
بجستان - یونسی,بجستان,1401-04-01,0.173432,0.119024,0.66848
بجستان - یونسی,بجستان,1401-05-01,0.161577,0.111237,0.693751
بجستان - یونسی,بجستان,1401-06-01,0.18097,0.107331,0.753795
بجستان - یونسی,بجستان,1401-07-01,0.176141,0.107362,0.771244
بجستان - یونسی,بجستان,1401-08-01,0.197098,0.130896,0.687333
بجستان - یونسی,بجستان,1401-09-01,0.197449,0.18561,0.577158
بجستان - یونسی,بجستان,1401-10-01,0.252517,0.232265,0.763516
بجستان - یونسی,بجستان,1401-11-01,0.246427,0.224305,0.680549
بجستان - یونسی,بجستان,1401-12-01,0.2602,0.228639,0.75691
بجستان - یونسی,بجستان,1402-01-01,0.347039,0.316018,0.825361
بجستان - یونسی,بجستان,1402-02-01,0.24901,0.224492,0.731503
بجستان - یونسی,بجستان,1402-03-01,0.188725,0.146484,0.625689
بجستان - یونسی,بجستان,1402-04-01,0.178053,0.122999,0.67315
بجستان - یونسی,بجستان,1402-05-01,0.18135,0.115144,0.75953
بجستان - یونسی,بجستان,1402-06-01,0.162961,0.107346,0.617247
بجستان - یونسی,بجستان,1402-07-01,0.172914,0.107289,0.727608
بجستان - یونسی,بجستان,1402-08-01,0.168824,0.123125,0.821165
بجستان - یونسی,بجستان,1402-09-01,0.220489,0.205236,0.713417
بجستان - یونسی,بجستان,1402-10-01,0.237411,0.212694,0.730003
بجستان - یونسی,بجستان,1402-11-01,0.257128,0.224826,0.742681
بجستان - یونسی,بجستان,1402-12-01,0.253928,0.216764,0.777492
بجستان - یونسی,بجستان,1403-01-01,0.243634,0.228724,0.795343
بجستان - یونسی,بجستان,1403-02-01,0.225632,0.1894,0.796223
بجستان - یونسی,بجستان,1403-03-01,0.179825,0.130845,0.777328
بجستان - یونسی,بجستان,1403-04-01,0.159019,0.111243,0.636512
بجستان - یونسی,بجستان,1403-05-01,0.156957,0.10342,0.646277
بجستان - یونسی,بجستان,1403-06-01,0.164115,0.099529,0.725966
بجستان - یونسی,بجستان,1403-07-01,0.161738,0.099563,0.692103
بجستان - یونسی,بجستان,1403-08-01,0.153169,0.09958,0.747057
بجستان - یونسی,بجستان,1403-09-01,0.176887,0.158228,0.553584
بجستان - یونسی,بجستان,1403-10-01,0.19858,0.185639,0.647186
بجستان - یونسی,بجستان,1403-11-01,0.190172,0.170917,0.518883
بجستان - یونسی,بجستان,1403-12-01,0.258338,0.228518,0.740103
بجستان - یونسی,بجستان,1404-01-01,0.258305,0.244086,0.765675
بجستان - یونسی,بجستان,1404-02-01,0.177063,0.153307,0.552628
بجستان - یونسی,بجستان,1404-03-01,0.181595,0.123063,0.791654
بجستان - یونسی,بجستان,1404-04-01,0.163407,0.103384,0.691416
بجستان - یونسی,بجستان,1404-05-01,0.165666,0.099493,0.750199
بجستان - یونسی,بجستان,1404-06-01,0.151482,0.091703,0.680265
بجستان - یونسی,بجستان,1404-07-01,0.162542,0.091653,0.738922
بجستان - یونسی,بجستان,1404-08-01,0.156028,0.095737,0.670347
بجستان - یونسی,بجستان,1404-09-01,0.163427,0.138616,0.609355
بجستان - یونسی,بجستان,1404-10-01,0.204253,0.181575,0.731149
بجستان - یونسی,بجستان,1404-11-01,0.238231,0.209022,0.7397
بجستان - یونسی,بجستان,1404-12-01,0.334796,0.310566,0.804791
بجستان - یونسی,بجستان,1405-01-01,0.373534,0.36927,0.751587
بجستان - یونسی,بجستان,1405-02-01,0.255187,0.22054,0.832241
بجستان - یونسی,بجستان,1405-03-01,0.203861,0.162103,0.690476
بجستان - یونسی,یونسی,1391-12-01,,,
بجستان - یونسی,یونسی,1392-01-01,0.1865,0.134781,0.866203
بجستان - یونسی,یونسی,1392-02-01,0.14703,0.13085,0.626663
بجستان - یونسی,یونسی,1392-03-01,0.154177,0.134779,0.695024
بجستان - یونسی,یونسی,1392-04-01,0.158276,0.134743,0.707983
بجستان - یونسی,یونسی,1392-05-01,0.156348,0.134728,0.748198
بجستان - یونسی,یونسی,1392-06-01,0.137219,0.130749,0.711663
بجستان - یونسی,یونسی,1392-07-01,0.129551,0.12698,0.68282
بجستان - یونسی,یونسی,1392-08-01,0.167485,0.13861,0.755551
بجستان - یونسی,یونسی,1392-09-01,0.153147,0.130874,0.846521
بجستان - یونسی,یونسی,1392-10-01,0.145005,0.123048,0.827221
بجستان - یونسی,یونسی,1392-11-01,0.129212,0.107386,0.692983
بجستان - یونسی,یونسی,1392-12-01,0.12656,0.10345,0.675668
بجستان - یونسی,یونسی,1393-01-01,0.127801,0.095645,0.737994
بجستان - یونسی,یونسی,1393-02-01,0.15181,0.123015,0.688903
بجستان - یونسی,یونسی,1393-03-01,0.138825,0.119124,0.656549
بجستان - یونسی,یونسی,1393-04-01,0.144379,0.122984,0.729729
بجستان - یونسی,یونسی,1393-05-01,0.148471,0.123012,0.745239
بجستان - یونسی,یونسی,1393-06-01,0.144704,0.123004,0.708356
بجستان - یونسی,یونسی,1393-07-01,0.148386,0.123068,0.808052
بجستان - یونسی,یونسی,1393-08-01,0.154741,0.126895,0.797084
بجستان - یونسی,یونسی,1393-09-01,0.133734,0.113213,0.876148
بجستان - یونسی,یونسی,1393-10-01,0.145572,0.119115,0.82927
بجستان - یونسی,یونسی,1393-11-01,0.110478,0.091767,0.691572
بجستان - یونسی,یونسی,1393-12-01,0.150193,0.107333,0.787107
بجستان - یونسی,یونسی,1394-01-01,0.173458,0.120996,0.84538
بجستان - یونسی,یونسی,1394-02-01,0.136014,0.115176,0.628648
بجستان - یونسی,یونسی,1394-03-01,0.148682,0.126902,0.662162
بجستان - یونسی,یونسی,1394-04-01,0.147974,0.126935,0.698873
بجستان - یونسی,یونسی,1394-05-01,0.153102,0.130791,0.710371
بجستان - یونسی,یونسی,1394-06-01,0.155174,0.134767,0.772335
بجستان - یونسی,یونسی,1394-07-01,0.159037,0.134796,0.812689
بجستان - یونسی,یونسی,1394-08-01,0.151278,0.128796,0.806086
بجستان - یونسی,یونسی,1394-09-01,0.14627,0.128809,0.830193
بجستان - یونسی,یونسی,1394-10-01,0.146778,0.119117,0.796673
بجستان - یونسی,یونسی,1394-11-01,0.143568,0.111304,0.888006
بجستان - یونسی,یونسی,1394-12-01,0.159531,0.119125,0.863513
بجستان - یونسی,یونسی,1395-01-01,0.154468,0.115176,0.878209
بجستان - یونسی,یونسی,1395-02-01,0.15587,0.123054,0.845165
بجستان - یونسی,یونسی,1395-03-01,0.144169,0.126951,0.652681
بجستان - یونسی,یونسی,1395-04-01,0.149644,0.130833,0.698542
بجستان - یونسی,یونسی,1395-05-01,0.150867,0.130848,0.736507
بجستان - یونسی,یونسی,1395-06-01,0.154237,0.134725,0.756457
بجستان - یونسی,یونسی,1395-07-01,0.150588,0.134733,0.694957
بجستان - یونسی,یونسی,1395-08-01,0.142451,0.126918,0.631944
بجستان - یونسی,یونسی,1395-09-01,0.133696,0.123016,0.696352
بجستان - یونسی,یونسی,1395-10-01,0.139788,0.121036,0.794974
بجستان - یونسی,یونسی,1395-11-01,0.076546,0.075918,0.127379
بجستان - یونسی,یونسی,1395-12-01,0.14537,0.113103,0.887445
بجستان - یونسی,یونسی,1396-01-01,0.118975,0.10747,0.634213
بجستان - یونسی,یونسی,1396-02-01,0.175187,0.154275,0.770379
بجستان - یونسی,یونسی,1396-03-01,0.167285,0.150381,0.646385
بجستان - یونسی,یونسی,1396-04-01,0.162626,0.146441,0.657909
بجستان - یونسی,یونسی,1396-05-01,0.169407,0.154278,0.783198
بجستان - یونسی,یونسی,1396-06-01,0.169777,0.154274,0.811168
بجستان - یونسی,یونسی,1396-07-01,0.155714,0.142639,0.717844
بجستان - یونسی,یونسی,1396-08-01,0.150665,0.138674,0.773227
بجستان - یونسی,یونسی,1396-09-01,0.156927,0.142618,0.828554
بجستان - یونسی,یونسی,1396-10-01,0.150654,0.130862,0.812016
بجستان - یونسی,یونسی,1396-11-01,0.134108,0.119087,0.758976
بجستان - یونسی,یونسی,1396-12-01,0.139954,0.111303,0.702146
بجستان - یونسی,یونسی,1397-01-01,0.167154,0.128839,0.792079
بجستان - یونسی,یونسی,1397-02-01,0.150171,0.130824,0.689725
بجستان - یونسی,یونسی,1397-03-01,0.148667,0.13084,0.611031
بجستان - یونسی,یونسی,1397-04-01,0.15375,0.134783,0.681891
بجستان - یونسی,یونسی,1397-05-01,0.156053,0.138627,0.683807
بجستان - یونسی,یونسی,1397-06-01,0.159385,0.138693,0.739203
بجستان - یونسی,یونسی,1397-07-01,0.165237,0.146452,0.83891
بجستان - یونسی,یونسی,1397-08-01,0.146496,0.128808,0.767542
بجستان - یونسی,یونسی,1397-09-01,0.115125,0.107403,0.758046
بجستان - یونسی,یونسی,1397-10-01,0.164244,0.134733,0.928147
بجستان - یونسی,یونسی,1397-11-01,0.149563,0.113172,0.856169
بجستان - یونسی,یونسی,1397-12-01,0.160167,0.119074,0.883157
بجستان - یونسی,یونسی,1398-01-01,0.19487,0.152317,0.888214
بجستان - یونسی,یونسی,1398-02-01,0.201656,0.183511,0.741511
بجستان - یونسی,یونسی,1398-03-01,0.198384,0.175764,0.747199
بجستان - یونسی,یونسی,1398-04-01,0.185677,0.169902,0.733084
بجستان - یونسی,یونسی,1398-05-01,0.182288,0.166039,0.784092
بجستان - یونسی,یونسی,1398-06-01,0.187347,0.173807,0.759701
بجستان - یونسی,یونسی,1398-07-01,0.18397,0.169935,0.70145
بجستان - یونسی,یونسی,1398-08-01,0.181244,0.165988,0.772018
